2023-12-08 12:45:11,415:INFO: Epoch: 0 | iter: 100 | avg. train loss: 2.036095754053775 | time elapsed: 99.18853187561035
2023-12-08 13:48:47,581:INFO: Epoch: 0 | iter: 4000 | avg. train loss: 1.1367577982865727e-05 | time elapsed: 3915.353734970093
2023-12-08 13:50:12,157:INFO: Epoch: 0 | iter: 4100 | avg. train loss: 1.8738624828768812e-05 | time elapsed: 3999.9298911094666
2023-12-08 13:51:36,246:INFO: Epoch: 0 | iter: 4200 | avg. train loss: 0.00016311348223800037 | time elapsed: 4084.0195031166077
2023-12-08 13:53:00,957:INFO: Epoch: 0 | iter: 4300 | avg. train loss: 1.1275888509997808e-05 | time elapsed: 4168.730566978455
2023-12-08 13:54:24,500:INFO: Epoch: 0 | iter: 4400 | avg. train loss: 0.0004983904590004977 | time elapsed: 4252.272963047028
2023-12-08 13:55:48,600:INFO: Epoch: 0 | iter: 4500 | avg. train loss: 2.8229757031256903e-06 | time elapsed: 4336.373501062393
2023-12-08 13:57:14,038:INFO: Epoch: 0 | iter: 4600 | avg. train loss: 1.7502335832692347e-05 | time elapsed: 4421.810711145401
2023-12-08 13:58:39,289:INFO: Epoch: 0 | iter: 4700 | avg. train loss: 0.0005920168241265328 | time elapsed: 4507.061638832092
2023-12-08 14:00:06,462:INFO: Epoch: 0 | iter: 4800 | avg. train loss: 6.085758302638732e-06 | time elapsed: 4594.234980106354
2023-12-08 14:01:33,360:INFO: Epoch: 0 | iter: 4900 | avg. train loss: 0.03295819446533692 | time elapsed: 4681.132971048355
2023-12-08 14:02:58,901:INFO: Epoch: 0 | iter: 5000 | avg. train loss: 0.0004294332677600937 | time elapsed: 4766.673690795898
2023-12-08 14:04:22,629:INFO: Epoch: 0 | iter: 5100 | avg. train loss: 0.00010995356129220717 | time elapsed: 4850.402491807938
2023-12-08 14:05:47,322:INFO: Epoch: 0 | iter: 5200 | avg. train loss: 5.744980210381021e-06 | time elapsed: 4935.094642877579
2023-12-08 14:07:14,443:INFO: Epoch: 0 | iter: 5300 | avg. train loss: 5.517252102201367e-06 | time elapsed: 5022.21649312973
2023-12-08 14:08:38,463:INFO: Epoch: 0 | iter: 5400 | avg. train loss: 3.580977965003639e-05 | time elapsed: 5106.236610174179
2023-12-08 14:10:03,186:INFO: Epoch: 0 | iter: 5500 | avg. train loss: 9.698552198872752e-06 | time elapsed: 5190.958763122559
2023-12-08 14:11:29,768:INFO: Epoch: 0 | iter: 5600 | avg. train loss: 0.0003367182112466295 | time elapsed: 5277.5413382053375
2023-12-08 14:12:55,877:INFO: Epoch: 0 | iter: 5700 | avg. train loss: 0.0004525009471231167 | time elapsed: 5363.650081157684
2023-12-08 14:14:21,132:INFO: Epoch: 0 | iter: 5800 | avg. train loss: 0.0001063259504575385 | time elapsed: 5448.905261039734
2023-12-08 14:15:45,351:INFO: Epoch: 0 | iter: 5900 | avg. train loss: 6.947256062245789e-06 | time elapsed: 5533.124352931976
2023-12-08 14:17:09,953:INFO: Epoch: 0 | iter: 6000 | avg. train loss: 3.0355629242725125e-06 | time elapsed: 5617.72652387619
2023-12-08 14:18:34,445:INFO: Epoch: 0 | iter: 6100 | avg. train loss: 4.0290466860778625e-07 | time elapsed: 5702.218014001846
2023-12-08 14:19:58,413:INFO: Epoch: 0 | iter: 6200 | avg. train loss: 6.848086230790663e-06 | time elapsed: 5786.1857080459595
2023-12-08 14:21:23,470:INFO: Epoch: 0 | iter: 6300 | avg. train loss: 9.323672778404485e-06 | time elapsed: 5871.242727994919
2023-12-08 14:22:50,008:INFO: Epoch: 0 | iter: 6400 | avg. train loss: 5.78428950545601e-06 | time elapsed: 5957.7811777591705
2023-12-08 14:24:19,043:INFO: Epoch: 0 | iter: 6500 | avg. train loss: 3.744092008010806e-06 | time elapsed: 6046.816004991531
2023-12-08 14:25:49,293:INFO: Epoch: 0 | iter: 6600 | avg. train loss: 2.448504904245222e-06 | time elapsed: 6137.066379070282
2023-12-08 14:27:15,329:INFO: Epoch: 0 | iter: 6700 | avg. train loss: 0.012918961192833556 | time elapsed: 6223.102141857147
2023-12-08 14:28:40,683:INFO: Epoch: 0 | iter: 6800 | avg. train loss: 2.7443351953583697e-07 | time elapsed: 6308.456380844116
2023-12-08 14:30:03,672:INFO: Epoch: 0 | iter: 6900 | avg. train loss: 1.0598058554356966e-05 | time elapsed: 6391.445060014725
2023-12-08 14:31:29,254:INFO: Epoch: 0 | iter: 7000 | avg. train loss: 1.868138902643483e-05 | time elapsed: 6477.026768922806
2023-12-08 14:32:53,470:INFO: Epoch: 0 | iter: 7100 | avg. train loss: 5.95306224345488e-06 | time elapsed: 6561.243340969086
2023-12-08 14:34:17,801:INFO: Epoch: 0 | iter: 7200 | avg. train loss: 1.1536687476485618e-05 | time elapsed: 6645.57380604744
2023-12-08 14:35:46,770:INFO: Epoch: 0 | iter: 7300 | avg. train loss: 3.5686864580558754e-05 | time elapsed: 6734.54323887825
2023-12-08 14:37:15,984:INFO: Epoch: 0 | iter: 7400 | avg. train loss: 0.0003879408339819838 | time elapsed: 6823.75741481781
2023-12-08 14:38:39,914:INFO: Epoch: 0 | iter: 7500 | avg. train loss: 3.603279768283742e-05 | time elapsed: 6907.687180995941
2023-12-08 14:40:04,256:INFO: Epoch: 0 | iter: 7600 | avg. train loss: 0.00032943494788217144 | time elapsed: 6992.02934885025
2023-12-08 14:41:29,965:INFO: Epoch: 0 | iter: 7700 | avg. train loss: 3.2953547712050584e-06 | time elapsed: 7077.737784147263
2023-12-08 14:43:01,080:INFO: Epoch: 0 | iter: 7800 | avg. train loss: 4.682210702476802e-05 | time elapsed: 7168.852802038193
2023-12-08 14:44:25,083:INFO: Epoch: 0 | iter: 7900 | avg. train loss: 1.301811052640305e-06 | time elapsed: 7252.856364965439
2023-12-08 14:45:49,400:INFO: Epoch: 0 | iter: 8000 | avg. train loss: 6.257255265064413e-06 | time elapsed: 7337.173112154007
2023-12-08 14:47:12,768:INFO: Epoch: 0 | iter: 8100 | avg. train loss: 1.2382874348328256e-05 | time elapsed: 7420.541532993317
2023-12-08 14:48:36,427:INFO: Epoch: 0 | iter: 8200 | avg. train loss: 7.213943908264847e-07 | time elapsed: 7504.200253009796
2023-12-08 14:49:59,842:INFO: Epoch: 0 | iter: 8300 | avg. train loss: 3.7469768953115265e-06 | time elapsed: 7587.615332126617
2023-12-08 14:51:24,272:INFO: Epoch: 0 | iter: 8400 | avg. train loss: 1.2808294472227088e-05 | time elapsed: 7672.044912815094
2023-12-08 14:52:48,427:INFO: Epoch: 0 | iter: 8500 | avg. train loss: 1.3966425149987166e-05 | time elapsed: 7756.199778079987
2023-12-08 14:54:13,175:INFO: Epoch: 0 | iter: 8600 | avg. train loss: 6.98912355261246e-07 | time elapsed: 7840.948343992233
2023-12-08 14:55:42,749:INFO: Epoch: 0 | iter: 8700 | avg. train loss: 6.910253659502685e-05 | time elapsed: 7930.522488117218
2023-12-08 14:57:06,760:INFO: Epoch: 0 | iter: 8800 | avg. train loss: 9.386426132648064e-08 | time elapsed: 8014.533035039902
2023-12-08 14:58:31,346:INFO: Epoch: 0 | iter: 8900 | avg. train loss: 7.232011796522338e-06 | time elapsed: 8099.119007110596
2023-12-08 14:59:56,083:INFO: Epoch: 0 | iter: 9000 | avg. train loss: 2.3299468764417838e-07 | time elapsed: 8183.855866909027
2023-12-08 15:01:21,801:INFO: Epoch: 0 | iter: 9100 | avg. train loss: 1.3955311247478825e-06 | time elapsed: 8269.574378967285
2023-12-08 15:02:47,498:INFO: Epoch: 0 | iter: 9200 | avg. train loss: 1.3468183155190091e-05 | time elapsed: 8355.270913124084
2023-12-08 15:04:11,663:INFO: Epoch: 0 | iter: 9300 | avg. train loss: 3.900286381770216e-07 | time elapsed: 8439.436491966248
2023-12-08 15:05:36,672:INFO: Epoch: 0 | iter: 9400 | avg. train loss: 0.00046821637770935064 | time elapsed: 8524.444900035858
2023-12-08 15:07:01,035:INFO: Epoch: 0 | iter: 9500 | avg. train loss: 1.9621797491986558e-07 | time elapsed: 8608.808283805847
2023-12-08 15:08:25,628:INFO: Epoch: 0 | iter: 9600 | avg. train loss: 4.268930443241421e-07 | time elapsed: 8693.400814056396
2023-12-08 15:09:55,601:INFO: Epoch: 0 | iter: 9700 | avg. train loss: 0.0012662846797144925 | time elapsed: 8783.374173879623
2023-12-08 15:11:26,244:INFO: Epoch: 0 | iter: 9800 | avg. train loss: 7.949421926029344e-05 | time elapsed: 8874.016705036163
2023-12-08 15:12:51,979:INFO: Epoch: 0 | iter: 9900 | avg. train loss: 1.114214568646569 | time elapsed: 8959.751878023148
2023-12-08 15:14:16,134:INFO: Epoch: 0 | iter: 10000 | avg. train loss: 0.004566480679932675 | time elapsed: 9043.906773090363
2023-12-08 15:15:40,414:INFO: Epoch: 0 | iter: 10100 | avg. train loss: 0.0006337712045411844 | time elapsed: 9128.187331199646
2023-12-08 15:17:05,064:INFO: Epoch: 0 | iter: 10200 | avg. train loss: 0.00019257436804495266 | time elapsed: 9212.836688995361
2023-12-08 15:18:28,216:INFO: Epoch: 0 | iter: 10300 | avg. train loss: 0.00020155937126085157 | time elapsed: 9295.988914966583
2023-12-08 15:19:51,108:INFO: Epoch: 0 | iter: 10400 | avg. train loss: 2.6638775337911263e-05 | time elapsed: 9378.881300926208
2023-12-08 15:21:14,063:INFO: Epoch: 0 | iter: 10500 | avg. train loss: 0.00020971658746938036 | time elapsed: 9461.835787057877
2023-12-08 15:22:37,058:INFO: Epoch: 0 | iter: 10600 | avg. train loss: 1.055267274565373e-05 | time elapsed: 9544.83150100708
2023-12-08 15:24:00,072:INFO: Epoch: 0 | iter: 10700 | avg. train loss: 4.375794994551993e-05 | time elapsed: 9627.84477686882
2023-12-08 15:25:23,553:INFO: Epoch: 0 | iter: 10800 | avg. train loss: 2.6978139830755995e-05 | time elapsed: 9711.32623410225
2023-12-08 15:26:46,386:INFO: Epoch: 0 | iter: 10900 | avg. train loss: 2.110350376614317e-05 | time elapsed: 9794.159431934357
2023-12-08 15:28:09,372:INFO: Epoch: 0 | iter: 11000 | avg. train loss: 1.2918227084897177e-06 | time elapsed: 9877.145244836807
2023-12-08 15:29:32,295:INFO: Epoch: 0 | iter: 11100 | avg. train loss: 0.06029478872961402 | time elapsed: 9960.067765951157
2023-12-08 15:30:55,581:INFO: Epoch: 0 | iter: 11200 | avg. train loss: 1.8370208604489184e-05 | time elapsed: 10043.3542740345
2023-12-08 15:32:18,483:INFO: Epoch: 0 | iter: 11300 | avg. train loss: 1.1575520984336808e-05 | time elapsed: 10126.25636792183
2023-12-08 15:33:41,293:INFO: Epoch: 0 | iter: 11400 | avg. train loss: 9.461004158856926e-05 | time elapsed: 10209.066327095032
2023-12-08 15:35:04,484:INFO: Epoch: 0 | iter: 11500 | avg. train loss: 8.635139803134399e-06 | time elapsed: 10292.257381916046
2023-12-08 15:36:27,176:INFO: Epoch: 0 | iter: 11600 | avg. train loss: 7.252382611189784e-07 | time elapsed: 10374.94925904274
2023-12-08 15:37:50,188:INFO: Epoch: 0 | iter: 11700 | avg. train loss: 1.2616385623420605e-06 | time elapsed: 10457.960878133774
2023-12-08 15:39:13,353:INFO: Epoch: 0 | iter: 11800 | avg. train loss: 5.559328268072992e-06 | time elapsed: 10541.126490831375
2023-12-08 15:40:36,423:INFO: Epoch: 0 | iter: 11900 | avg. train loss: 0.0004361535383485543 | time elapsed: 10624.195723056793
2023-12-08 15:41:59,350:INFO: Epoch: 0 | iter: 12000 | avg. train loss: 0.056737167020347944 | time elapsed: 10707.123601913452
2023-12-08 15:43:22,228:INFO: Epoch: 0 | iter: 12100 | avg. train loss: 0.02988948455175107 | time elapsed: 10790.000788927078
2023-12-08 15:44:45,412:INFO: Epoch: 0 | iter: 12200 | avg. train loss: 3.326758462378163e-05 | time elapsed: 10873.185370922089
2023-12-08 15:46:08,383:INFO: Epoch: 0 | iter: 12300 | avg. train loss: 0.00015310123410780855 | time elapsed: 10956.155865192413
2023-12-08 15:47:31,311:INFO: Epoch: 0 | iter: 12400 | avg. train loss: 1.4127461974582187e-05 | time elapsed: 11039.083960056305
2023-12-08 15:48:54,246:INFO: Epoch: 0 | iter: 12500 | avg. train loss: 0.0005141389231399771 | time elapsed: 11122.018812894821
2023-12-08 15:50:17,435:INFO: Epoch: 0 | iter: 12600 | avg. train loss: 4.480076305980511e-06 | time elapsed: 11205.207929134369
2023-12-08 15:51:40,537:INFO: Epoch: 0 | iter: 12700 | avg. train loss: 3.940763217553248e-05 | time elapsed: 11288.309938907623
2023-12-08 15:53:03,662:INFO: Epoch: 0 | iter: 12800 | avg. train loss: 4.63138614021685e-06 | time elapsed: 11371.435194969177
2023-12-08 15:54:26,641:INFO: Epoch: 0 | iter: 12900 | avg. train loss: 0.0015119834800889494 | time elapsed: 11454.414543151855
2023-12-08 15:55:49,568:INFO: Epoch: 0 | iter: 13000 | avg. train loss: 0.00011364860369169998 | time elapsed: 11537.34137916565
2023-12-08 15:57:13,094:INFO: Epoch: 0 | iter: 13100 | avg. train loss: 0.633767291867819 | time elapsed: 11620.866990089417
2023-12-08 15:58:35,837:INFO: Epoch: 0 | iter: 13200 | avg. train loss: 0.00040573494702712034 | time elapsed: 11703.609670877457
2023-12-08 15:59:58,906:INFO: Epoch: 0 | iter: 13300 | avg. train loss: 0.0005201640873325517 | time elapsed: 11786.679565191269
2023-12-08 16:01:22,229:INFO: Epoch: 0 | iter: 13400 | avg. train loss: 4.594012932329195e-05 | time elapsed: 11870.00174498558
2023-12-08 16:02:45,252:INFO: Epoch: 0 | iter: 13500 | avg. train loss: 0.0011379237726572321 | time elapsed: 11953.024887084961
2023-12-08 16:04:08,589:INFO: Epoch: 0 | iter: 13600 | avg. train loss: 5.421112687206201e-05 | time elapsed: 12036.362389087677
2023-12-08 16:05:31,515:INFO: Epoch: 0 | iter: 13700 | avg. train loss: 0.000287663996608634 | time elapsed: 12119.288184165955
2023-12-08 16:06:54,590:INFO: Epoch: 0 | iter: 13800 | avg. train loss: 0.00015276251642805752 | time elapsed: 12202.36299109459
2023-12-08 16:08:17,536:INFO: Epoch: 0 | iter: 13900 | avg. train loss: 1.7775123442148737e-05 | time elapsed: 12285.309490919113
2023-12-08 16:09:40,433:INFO: Epoch: 0 | iter: 14000 | avg. train loss: 3.12644374677538e-07 | time elapsed: 12368.206626176834
2023-12-08 16:11:03,570:INFO: Epoch: 0 | iter: 14100 | avg. train loss: 3.4234237370631856e-05 | time elapsed: 12451.343290805817
2023-12-08 16:12:26,975:INFO: Epoch: 0 | iter: 14200 | avg. train loss: 3.605718438558734e-07 | time elapsed: 12534.747911930084
2023-12-08 16:13:50,550:INFO: Epoch: 0 | iter: 14300 | avg. train loss: 2.84703762692838e-07 | time elapsed: 12618.323257923126
2023-12-08 16:15:13,482:INFO: Epoch: 0 | iter: 14400 | avg. train loss: 4.415943554112553e-06 | time elapsed: 12701.255618095398
2023-12-08 16:16:36,647:INFO: Epoch: 0 | iter: 14500 | avg. train loss: 1.9897572276412607e-07 | time elapsed: 12784.420364141464
2023-12-08 16:17:59,854:INFO: Epoch: 0 | iter: 14600 | avg. train loss: 5.844315554340277e-08 | time elapsed: 12867.627546787262
2023-12-08 16:19:22,858:INFO: Epoch: 0 | iter: 14700 | avg. train loss: 5.064595268831387e-07 | time elapsed: 12950.630713939667
2023-12-08 16:20:45,794:INFO: Epoch: 0 | iter: 14800 | avg. train loss: 1.5743397996426506e-06 | time elapsed: 13033.567195892334
2023-12-08 16:22:08,831:INFO: Epoch: 0 | iter: 14900 | avg. train loss: 2.305358922714131e-06 | time elapsed: 13116.60463309288
2023-12-08 16:23:31,777:INFO: Epoch: 0 | iter: 15000 | avg. train loss: 3.962984799365209e-06 | time elapsed: 13199.549937009811
2023-12-08 16:24:56,453:INFO: Epoch: 0 | iter: 15100 | avg. train loss: 1.171139766397334e-06 | time elapsed: 13284.226543188095
2023-12-08 16:26:21,462:INFO: Epoch: 0 | iter: 15200 | avg. train loss: 6.648748005437036e-05 | time elapsed: 13369.235562086105
2023-12-08 16:27:47,696:INFO: Epoch: 0 | iter: 15300 | avg. train loss: 0.00043688148392689765 | time elapsed: 13455.469305038452
2023-12-08 16:29:14,259:INFO: Epoch: 0 | iter: 15400 | avg. train loss: 8.141335146166655e-06 | time elapsed: 13542.032409191132
2023-12-08 16:30:40,377:INFO: Epoch: 0 | iter: 15500 | avg. train loss: 0.00030878007582374613 | time elapsed: 13628.149958848953
2023-12-08 16:32:08,515:INFO: Epoch: 0 | iter: 15600 | avg. train loss: 9.012125713903595e-05 | time elapsed: 13716.288619041443
2023-12-08 16:33:34,197:INFO: Epoch: 0 | iter: 15700 | avg. train loss: 0.0013852473927390896 | time elapsed: 13801.970028162003
2023-12-08 16:37:10,589:INFO: Epoch: 0 | iter: 100 | avg. train loss: 1.5353111030362263 | time elapsed: 91.95457005500793
2023-12-08 16:38:33,765:INFO: Epoch: 0 | iter: 200 | avg. train loss: 4.677495815910256 | time elapsed: 175.13137006759644
2023-12-08 16:39:57,771:INFO: Epoch: 0 | iter: 300 | avg. train loss: 5.105884844931913 | time elapsed: 259.1369879245758
2023-12-08 16:41:20,175:INFO: Epoch: 0 | iter: 400 | avg. train loss: 1.6064136785175274 | time elapsed: 341.54078817367554
2023-12-08 16:42:42,109:INFO: Epoch: 0 | iter: 500 | avg. train loss: 0.0007462681397342821 | time elapsed: 423.4747269153595
2023-12-08 16:44:05,564:INFO: Epoch: 0 | iter: 600 | avg. train loss: 0.00275968806628133 | time elapsed: 506.9301919937134
2023-12-08 16:45:29,103:INFO: Epoch: 0 | iter: 700 | avg. train loss: 0.00019185729336144901 | time elapsed: 590.4688320159912
2023-12-08 16:46:52,927:INFO: Epoch: 0 | iter: 800 | avg. train loss: 0.0025103062038637812 | time elapsed: 674.2930209636688
2023-12-08 16:48:16,790:INFO: Epoch: 0 | iter: 900 | avg. train loss: 3.6596392895727906e-06 | time elapsed: 758.1557881832123
2023-12-08 16:49:44,934:INFO: Epoch: 0 | iter: 1000 | avg. train loss: 0.36828535996315404 | time elapsed: 846.2996530532837
2023-12-08 16:51:08,370:INFO: Epoch: 0 | iter: 1100 | avg. train loss: 0.07990199007950517 | time elapsed: 929.7355868816376
2023-12-08 16:52:30,974:INFO: Epoch: 0 | iter: 1200 | avg. train loss: 6.338080862568321e-05 | time elapsed: 1012.339567899704
2023-12-08 16:53:52,590:INFO: Epoch: 0 | iter: 1300 | avg. train loss: 0.00029599999831897336 | time elapsed: 1093.9564099311829
2023-12-08 16:55:14,814:INFO: Epoch: 0 | iter: 1400 | avg. train loss: 7.487040187521279e-05 | time elapsed: 1176.1794769763947
